id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,experience_level,tags,keywords,source,created_date
71,Programming Languages,C++,What is RAII in C++?,Resource Acquisition Is Initialization,Random Access Iterator Implementation,Reference Assignment Is Invalid,Runtime Allocation Is Immediate,A,RAII is a programming idiom where resource acquisition is tied to object lifetime.,4,Senior,"cpp,RAII,resource_management,memory_management","RAII,Resource Acquisition Is Initialization,C++,resource management",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
72,System Design,Scalability,What is database sharding?,Backing up a database,"Splitting a database into smaller, distributed pieces",Encrypting database content,Compressing database files,B,"Database sharding involves splitting a large database into smaller, more manageable pieces distributed across multiple servers.",4,Senior,"database_sharding,horizontal_partitioning,scalability","database sharding,horizontal partitioning,distributed database,scalability",MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
73,System Design,Load Balancing,Which type of load balancer operates at the application layer?,Layer 4 load balancer,Layer 7 load balancer,Layer 2 load balancer,Layer 3 load balancer,B,Layer 7 (application layer) load balancers can make routing decisions based on application-specific data.,3,Mid,"load_balancing,OSI_layers,application_layer","Layer 7,application layer,load balancer,OSI model",MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
74,System Design,Caching,What is the difference between write-through and write-back caching?,No difference,"Write-through writes to cache only, write-back writes to both","Write-through writes to both cache and storage, write-back writes to cache only initially",Write-back is faster for reads,C,"Write-through updates both cache and storage immediately, while write-back updates storage later.",4,Senior,"caching_strategies,write_through,write_back","write-through,write-back,caching strategy,cache coherence",MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
75,Data Structures & Algorithms,Greedy Algorithms,Which problem is optimally solved using a greedy approach?,0/1 Knapsack,Traveling Salesman,Activity Selection,Subset Sum,C,Activity Selection problem has the greedy choice property and can be solved optimally by always choosing the earliest finishing activity.,4,Senior,"greedy_algorithms,activity_selection,optimization","Activity Selection,greedy algorithm,greedy choice property,earliest finish",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
76,Data Structures & Algorithms,Arrays,Which algorithm is best for finding the kth largest element?,Bubble sort,Quick select,Linear search,Binary search,B,Quick select has average O(n) time complexity for finding the kth element.,4,Senior,"arrays,algorithms,time_complexity","array,algorithm,complexity",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
77,Data Structures & Algorithms,Arrays,Which data structure is best for implementing a sliding window maximum?,Stack,Queue,Deque,Array,C,A deque (double-ended queue) efficiently maintains the maximum in a sliding window.,4,Senior,"arrays,algorithms,time_complexity","array,algorithm,complexity",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
78,Data Structures & Algorithms,Arrays,Which algorithm finds the majority element in O(n) time and O(1) space?,Sorting,Hash table,Boyer-Moore majority vote,Binary search,C,Boyer-Moore algorithm finds the majority element in linear time with constant space.,4,Senior,"arrays,algorithms,time_complexity","array,algorithm,complexity",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
79,Data Structures & Algorithms,Arrays,What is the minimum number of comparisons needed to find both maximum and minimum?,n,2n,3n/2,2n-2,C,"By comparing pairs first, we can find both max and min in 3n/2 comparisons.",4,Senior,"arrays,algorithms,time_complexity","array,algorithm,complexity",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
80,Data Structures & Algorithms,Arrays,Which algorithm rotates an array by k positions in O(n) time and O(1) space?,Create new array,Reverse algorithm,Bubble sort,Quick sort,B,The reverse algorithm rotates by reversing three subarrays in place.,3,Mid,"arrays,algorithms,time_complexity","array,algorithm,complexity",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
81,Data Structures & Algorithms,Linked Lists,How do you find the nth node from the end in a single pass?,Use recursion,Two pointer technique,Reverse the list,Use extra space,B,"Use two pointers with n distance between them, when first reaches end, second is at nth from end.",3,Mid,"linked_lists,pointers,algorithms","linked list,pointers,traversal",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
82,Data Structures & Algorithms,Linked Lists,Which approach merges k sorted linked lists most efficiently?,Merge one by one,Use a min-heap,Sort all nodes,Use arrays,B,A min-heap of size k allows efficient extraction of minimum elements.,4,Senior,"linked_lists,pointers,algorithms","linked list,pointers,traversal",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
83,Data Structures & Algorithms,Linked Lists,How do you detect the start of a cycle in a linked list?,Use Floyd's algorithm with modification,Count nodes,Use hash table,Reverse the list,A,"After detecting cycle with Floyd's algorithm, reset one pointer to head and move both at same speed.",4,Senior,"linked_lists,pointers,algorithms","linked list,pointers,traversal",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
84,Data Structures & Algorithms,Linked Lists,Which operation is most efficient in a doubly linked list compared to singly linked list?,Insertion at beginning,Deletion given node reference,Finding length,Traversal,B,"Deletion is O(1) in doubly linked list when given node reference, as we have previous pointer.",3,Mid,"linked_lists,pointers,algorithms","linked list,pointers,traversal",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
85,Data Structures & Algorithms,Linked Lists,How do you remove duplicates from an unsorted linked list efficiently?,Use nested loops,Sort first,Use hash set,Use arrays,C,"A hash set tracks seen values, allowing O(n) time duplicate removal.",3,Mid,"linked_lists,pointers,algorithms","linked list,pointers,traversal",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
86,Data Structures & Algorithms,Linked Lists,What is the best approach to check if a linked list is a palindrome?,Convert to array,Reverse entire list,Find middle and reverse second half,Use recursion only,C,"Find middle, reverse second half, compare both halves, then restore original structure.",4,Senior,"linked_lists,pointers,algorithms","linked list,pointers,traversal",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
87,Data Structures & Algorithms,Linked Lists,Which data structure combines benefits of arrays and linked lists?,Dynamic array,Deque,Hash table,Tree,A,Dynamic arrays provide random access like arrays and dynamic sizing like linked lists.,2,Entry,"linked_lists,pointers,algorithms","linked list,pointers,traversal",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
88,Data Structures & Algorithms,Trees,Which tree traversal uses a stack data structure?,Level order,Inorder (iterative),Morris traversal,Thread traversal,B,Iterative inorder traversal uses a stack to simulate the recursive call stack.,3,Mid,"trees,BST,traversal","tree,BST,traversal,binary tree",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
89,Data Structures & Algorithms,Trees,What is the minimum height of a binary tree with n nodes?,log n,floor(log n),ceil(log n),n,B,The minimum height is floor(log2 n) for a complete binary tree.,3,Mid,"trees,BST,traversal","tree,BST,traversal,binary tree",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
90,Data Structures & Algorithms,Trees,Which algorithm efficiently finds the Lowest Common Ancestor in a binary tree?,Linear search,Binary search,Recursive path finding,Level order traversal,C,Recursive approach finds paths to both nodes and identifies the LCA efficiently.,4,Senior,"trees,BST,traversal","tree,BST,traversal,binary tree",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
91,Data Structures & Algorithms,Trees,What characterizes an AVL tree?,Complete binary tree,Height balanced with balance factor <= 1,All leaves at same level,Perfect binary tree,B,AVL trees maintain balance factor (height difference) of at most 1 for all nodes.,4,Senior,"trees,BST,traversal","tree,BST,traversal,binary tree",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
92,Data Structures & Algorithms,Trees,Which operation triggers rebalancing in a Red-Black tree?,Search,Insertion and deletion,Traversal,Counting nodes,B,"Insertion and deletion may violate Red-Black properties, requiring rotations and recoloring.",4,Senior,"trees,BST,traversal","tree,BST,traversal,binary tree",Stanford CS106B Programming Methodology Course (web.stanford.edu/class/cs106b),6/14/2025
